	group	names	scores	logfoldchanges	pvals	pvals_adj
32	CD16+ Monocytes	PILRA	20.319225	2.4950242	8.693695337367425e-92	4.4719841924791534e-89
33	CD16+ Monocytes	BID	20.253155	2.5072048	3.332020060239946e-91	1.6635600153697967e-88
34	CD16+ Monocytes	SERPINA1	20.162659	2.1071694	2.0837781142412387e-90	1.0106323854070007e-87
35	CD16+ Monocytes	TIMP1	20.130503	2.2614124	3.989318372343867e-90	1.881074426959365e-87
36	CD16+ Monocytes	CSF1R	19.961565	2.6378531	1.1892946346856926e-88	5.4562909253485496e-86
37	CD16+ Monocytes	PTPN6	19.934153	2.0075712	2.0576105090028003e-88	9.191562734295405e-86
38	CD16+ Monocytes	TNFRSF1B	19.675562	1.9148952	3.4927889527835815e-86	1.5202587813718282e-83
39	CD16+ Monocytes	IFI30	19.649872	3.3263235	5.795845088654324e-86	2.4596117594976786e-83
40	CD16+ Monocytes	PECAM1	19.40418	2.1995869	7.114401872466751e-84	2.9455358971981243e-81
41	CD16+ Monocytes	MYL6	19.192297	0.9957714	4.292409639745136e-82	1.6945035728993878e-79
42	CD16+ Monocytes	S100A4	19.178274	1.2508769	5.621510049621329e-82	2.1687530248255012e-79
43	CD16+ Monocytes	ABI3	19.134449	2.7336068	1.3044881557847975e-81	4.920819209877097e-79
44	CD16+ Monocytes	HLA-DPA1	19.06121	2.25615	5.303426969295243e-81	1.9570798435605816e-78
45	CD16+ Monocytes	NACA	18.882326	0.77343947	1.5940685202956677e-79	5.757300666387013e-77
46	CD16+ Monocytes	ACTB	18.849045	0.76176	2.991935012792921e-79	1.0580853508783299e-76
47	CD16+ Monocytes	MT-CO2	18.73293	0.61628705	2.668221679636572e-78	9.243482247312411e-76
48	CD16+ Monocytes	YBX1	18.730856	1.245566	2.77420113131861e-78	9.418412840826682e-76
49	CD16+ Monocytes	WARS1	18.722351	2.434606	3.254639431108865e-78	1.0832843988837841e-75
50	CD16+ Monocytes	VASP	18.62806	1.7610809	1.902994871787493e-77	6.212180374729365e-75
51	CD16+ Monocytes	FTL	18.414068	1.3988024	1.01319242138519e-75	3.2450832741535096e-73
52	CD16+ Monocytes	LILRB2	18.247484	2.1786044	2.1665713955711384e-74	6.810657303670384e-72
53	CD16+ Monocytes	FAM110A	18.24151	3.3917618	2.4168690790049488e-74	7.459336839292546e-72
54	CD16+ Monocytes	CSTB	17.997435	1.7436818	2.040527481492376e-72	6.185348928273765e-70
55	CD16+ Monocytes	ARPC2	17.791842	1.0194921	8.174723995708803e-71	2.434490172406262e-68
56	CD16+ Monocytes	SPN	17.681034	2.296154	5.87102760400545e-70	1.718287820310216e-67
57	CD16+ Monocytes	CD79B	17.67882	3.5796824	6.106164212234931e-70	1.756815889876067e-67
58	CD16+ Monocytes	MBD2	17.573175	1.8965907	3.954016727294689e-69	1.1186572324304557e-66
59	CD16+ Monocytes	RNASET2	17.556835	1.5421425	5.273547439062708e-69	1.4675158652145817e-66
60	CD16+ Monocytes	TESC	17.18283	2.5454564	3.570502161120924e-66	9.775689384681885e-64
61	CD16+ Monocytes	STXBP2	16.572977	1.8991159	1.0927886152257169e-61	2.8538594989933146e-59
62	CD16+ Monocytes	MAFB	16.431417	2.1405358	1.1396462056562715e-60	2.9311355062144258e-58
63	CD16+ Monocytes	NPC2	16.412403	1.6131824	1.5590797063697223e-60	3.950056420242692e-58
64	CD16+ Monocytes	PRELID1	16.335754	1.4510679	5.49479679108733e-60	1.3716790518927562e-57
65	CD16+ Monocytes	CHST2	16.320326	3.6100502	7.075600495556687e-60	1.7407002668416632e-57
66	CD16+ Monocytes	LY6E	16.316988	1.9849213	7.4733116390361e-60	1.8122780724662543e-57
67	CD16+ Monocytes	LRRC25	16.238897	2.1716256	2.6769019202158677e-59	6.400057759952726e-57
68	CD16+ Monocytes	CARD16	16.23584	1.5629997	2.813680136022449e-59	6.633641709580705e-57
69	CD16+ Monocytes	CD48	16.185656	1.1406066	6.366904254962535e-59	1.4805232839450552e-56
70	CD16+ Monocytes	ADGRE2	16.084545	2.6075032	3.274474768899878e-58	7.511379621902085e-56
71	CD16+ Monocytes	MAPKAPK3	15.999707	2.233564	1.283765495545017e-57	2.905589238250222e-55
72	CD16+ Monocytes	CALHM6	15.868726	2.523873	1.0433761109142834e-56	2.3001700626973976e-54
73	CD16+ Monocytes	OAZ1	15.864227	0.8930061	1.1208836622387608e-56	2.4393589957055082e-54
74	CD16+ Monocytes	UNC119	15.805994	2.6189473	2.828941428278699e-56	6.078643132282395e-54
75	CD16+ Monocytes	HCK	15.773099	1.8880867	4.765315436733036e-56	1.0111403692317912e-53
76	CD16+ Monocytes	PTGES3	15.758233	1.5275557	6.029538342802943e-56	1.2635976959145676e-53
77	CD16+ Monocytes	ANXA5	15.669003	1.556992	2.4641722125031125e-55	5.101136988687846e-53
78	CD16+ Monocytes	PFN1	15.353936	0.79396075	3.3333350354217136e-53	6.579460723986463e-51
79	CD16+ Monocytes	LILRB1	15.353092	1.9760615	3.3769664959771805e-53	6.588966237840533e-51
80	CD16+ Monocytes	PTPRC	15.342268	0.9191353	3.99005925944687e-53	7.696733628308024e-51
81	CD16+ Monocytes	CD52	15.27792	1.2694944	1.0731238824412812e-52	2.0467727982517695e-50
82	CD16+ Monocytes	BATF3	15.138503	3.943116	9.024447554930993e-52	1.6834065631313582e-49
83	CD16+ Monocytes	ZNF703	15.093589	3.2139463	1.7846480796165685e-51	3.2574624894076613e-49
84	CD16+ Monocytes	CXCL16	14.778207	2.8271716	2.0248667418751404e-49	3.6566077599287773e-47
85	CD16+ Monocytes	LMO2	14.76805	1.7697091	2.3542692188127723e-49	4.2067073672996644e-47
86	CD16+ Monocytes	ARHGDIB	14.756874	0.8556895	2.778643826639214e-49	4.913279058041736e-47
87	CD16+ Monocytes	LYST	14.742992	1.5639315	3.4132081664738915e-49	5.912164145499419e-47
88	CD16+ Monocytes	LFNG	14.689819	2.0374274	7.491338650592605e-49	1.2844997332708028e-46
89	CD16+ Monocytes	PTP4A2	14.6668	1.1963061	1.0519035848185392e-48	1.7856063352294704e-46
90	CD16+ Monocytes	PYCARD	14.665605	1.3143126	1.070586678758549e-48	1.799327611081819e-46
91	CD16+ Monocytes	WASF2	14.650493	1.4686966	1.3374166133293411e-48	2.22574970698682e-46
92	CD16+ Monocytes	RHOG	14.637209	1.4482398	1.626083194461752e-48	2.679879827765849e-46
93	CD16+ Monocytes	NFKBIZ	14.592541	1.7282712	3.1330931115875655e-48	5.113870727807589e-46
94	CD16+ Monocytes	MARCKSL1	14.560805	2.6194677	4.986675412015991e-48	8.061791916092519e-46
95	CD16+ Monocytes	CTSC	14.517438	1.5405838	9.395712728249577e-48	1.504643618509779e-45
96	CD16+ Monocytes	SLC2A6	14.419632	2.7270827	3.8941385580367026e-47	6.120648335432688e-45
97	CD16+ Monocytes	CALM2	14.355916	1.0984682	9.782474753068064e-47	1.5096137175757307e-44
98	CD16+ Monocytes	C19orf38	14.30218	1.7101151	2.1205944998751515e-46	3.2429812284126754e-44
99	CD16+ Monocytes	RAP1B	14.250589	1.332238	4.445155603334247e-46	6.737188961303467e-44
100	CD16+ Monocytes	ATG3	14.237726	1.662024	5.3437505633188505e-46	8.027448301976769e-44
101	CD16+ Monocytes	SH3BGRL	14.180688	1.2647246	1.2065845672467758e-45	1.7966467569310542e-43
102	CD16+ Monocytes	CYTIP	14.179141	1.9727695	1.2334666528268943e-45	1.820704037542307e-43
103	CD16+ Monocytes	RGS19	14.1777	1.4840024	1.2590519591025067e-45	1.842448879807332e-43
104	CD16+ Monocytes	POU2F2	14.088048	1.5504732	4.498243938012377e-45	6.526298363056419e-43
105	CD16+ Monocytes	PIK3AP1	13.89683	1.8923095	6.621007709221838e-44	9.444672761684093e-42
106	CD16+ Monocytes	BRI3	13.791749	1.323028	2.85748678199707e-43	4.0421531770333555e-41
107	CD16+ Monocytes	NAAA	13.698898	2.2644923	1.0307672517484563e-42	1.4308281926781818e-40
108	CD16+ Monocytes	SECTM1	13.698477	2.0044498	1.0367709437373571e-42	1.4308281926781818e-40
109	CD16+ Monocytes	UTRN	13.642983	1.6638548	2.2227605824038968e-42	3.0428516843795284e-40
110	CD16+ Monocytes	CD37	13.588967	0.98559797	4.65602035362366e-42	6.322875640220931e-40
111	CD16+ Monocytes	TYROBP	13.420311	1.3754828	4.597776969653668e-41	6.14545386298197e-39
112	CD16+ Monocytes	ITGAL	13.374624	1.6801801	8.508276905237964e-41	1.1283437536438628e-38
113	CD16+ Monocytes	SLC25A6	13.363273	0.88659316	9.9109203330385e-41	1.2941374819486812e-38
114	CD16+ Monocytes	PAG1	13.324087	2.1383348	1.67671533504814e-40	2.1726902910261205e-38
115	CD16+ Monocytes	MSN	13.277978	1.1199284	3.1067031882792235e-40	3.9951732288666534e-38
116	CD16+ Monocytes	ITGA4	13.211943	1.5701497	7.486728607806408e-40	9.555429933647654e-38
117	CD16+ Monocytes	SOD1	13.182597	1.4821275	1.105196347179558e-39	1.400052835326343e-37
118	CD16+ Monocytes	ZNF706	13.122888	1.4393483	2.4347842653267682e-39	3.039004625288374e-37
119	CD16+ Monocytes	UNC93B1	13.014257	1.7010769	1.0152475971921501e-38	1.2579436468858941e-36
120	CD16+ Monocytes	FKBP1A	12.986985	1.2373605	1.4502791850518595e-38	1.783948490308356e-36
121	CD16+ Monocytes	PTP4A3	12.953774	4.151767	2.2368033462755634e-38	2.7316357412250137e-36
122	CD16+ Monocytes	RNH1	12.932266	1.3663962	2.95964891333718e-38	3.588574307421331e-36
123	CD16+ Monocytes	TPM3	12.869042	0.8851437	6.723082454868713e-38	8.09392373556003e-36
124	CD16+ Monocytes	ABRACL	12.867671	1.5379648	6.8434336524275e-38	8.180794806334987e-36
125	CD16+ Monocytes	ATP1B3	12.832106	1.7505505	1.0837809584046234e-37	1.2865162076166772e-35
126	CD16+ Monocytes	H2AZ1	12.831263	1.2312324	1.095645560799458e-37	1.2915682912896388e-35
127	CD16+ Monocytes	OAS1	12.813866	2.0656078	1.371286757970598e-37	1.6053512218310966e-35
128	CD16+ Monocytes	CUX1	12.813093	1.7295716	1.3850221697720926e-37	1.6103254336904981e-35
129	CD16+ Monocytes	TUBA1B	12.779741	1.3612605	2.1277682699612805e-37	2.4404639447697796e-35
130	CD16+ Monocytes	TMPO	12.770849	1.6207799	2.3853650048003184e-37	2.7175550977506983e-35
131	CD16+ Monocytes	GPBAR1	12.761852	2.0832984	2.6775594499492004e-37	3.030104777525845e-35
132	CD16+ Monocytes	LYL1	12.731418	1.647	3.955888817897077e-37	4.44710017773529e-35
133	CD16+ Monocytes	SYTL1	12.697926	2.0567908	6.071774908080745e-37	6.780814412149384e-35
134	CD16+ Monocytes	PLAGL2	12.6929	2.661275	6.474323266732279e-37	7.183113559005257e-35
135	CD16+ Monocytes	CASP1	12.648654	1.3386687	1.1380818594922617e-36	1.2383935618513554e-34
136	CD16+ Monocytes	SVIL	12.642504	2.4882388	1.2307178639180065e-36	1.3306646968158062e-34
137	CD16+ Monocytes	ICAM2	12.613826	1.8212291	1.77178144760106e-36	1.8915717027061633e-34
138	CD16+ Monocytes	CST3	12.539286	1.6563649	4.5507973878899716e-36	4.8281116037145174e-34
139	CD16+ Monocytes	MARCKS	12.527759	1.5692077	5.2629293285892233e-36	5.548958096447333e-34
140	CD16+ Monocytes	JPT1	12.50263	1.4953052	7.222147304945965e-36	7.567651265522085e-34
141	CD16+ Monocytes	SYNGR2	12.463797	1.6581336	1.1763477279287318e-35	1.2250615142079891e-33
142	CD16+ Monocytes	UQCRB	12.455538	0.8477078	1.3046979440097322e-35	1.3504419268027565e-33
143	CD16+ Monocytes	TBXAS1	12.404824	1.4687151	2.46051325097969e-35	2.531346208204863e-33
144	CD16+ Monocytes	WSB1	12.4037	1.3548224	2.495301175615578e-35	2.551670931088822e-33
145	CD16+ Monocytes	ADA	12.3996935	3.072905	2.6232521322046366e-35	2.666449397854713e-33
146	CD16+ Monocytes	INSIG1	12.337208	2.9131095	5.710228328703423e-35	5.735569578682876e-33
147	CD16+ Monocytes	LILRA5	12.336153	1.6702907	5.785473493052558e-35	5.776965443798068e-33
148	CD16+ Monocytes	CEBPA	12.301817	1.5964044	8.855892694130917e-35	8.791156636425281e-33
149	CD16+ Monocytes	ZBTB7A	12.301325	1.4196192	8.910007992251996e-35	8.793452655144048e-33
150	CD16+ Monocytes	MYO1G	12.256095	1.3457893	1.5583023314026692e-34	1.5290278656393244e-32
151	CD16+ Monocytes	CFL1	12.226609	0.6132732	2.2409976715300733e-34	2.186260659438103e-32
152	CD16+ Monocytes	MS4A4A	12.215925	3.8827016	2.5557696819215564e-34	2.47909659146391e-32
153	CD16+ Monocytes	HSBP1	12.189603	1.377132	3.5314000305020733e-34	3.3867522891397e-32
154	CD16+ Monocytes	PTMA	12.181624	0.4343833	3.894454673432658e-34	3.713953263006706e-32
155	CD16+ Monocytes	MYL12B	12.174877	0.8924412	4.230309391992311e-34	4.01170401838377e-32
156	CD16+ Monocytes	EMP3	12.156919	0.7917398	5.270970354477963e-34	4.970817875959079e-32
157	CD16+ Monocytes	HLA-DPB1	12.129155	1.4863857	7.40094378447823e-34	6.940940372459556e-32
158	CD16+ Monocytes	C3AR1	12.126378	2.826842	7.6561153248364855e-34	7.140799870280183e-32
159	CD16+ Monocytes	VPS29	12.11696	1.4651707	8.588642160764447e-34	7.966786922348441e-32
160	CD16+ Monocytes	CSK	12.096576	1.443931	1.1010846710521157e-33	1.015810450603786e-31
161	CD16+ Monocytes	NINJ1	12.087088	1.6583861	1.2359107621553208e-33	1.1340316317614363e-31
162	CD16+ Monocytes	EIF1	12.080199	0.38433936	1.3439399607359231e-33	1.2265258512630267e-31
163	CD16+ Monocytes	RAB10	12.004042	1.448884	3.383594707098424e-33	3.071471665935602e-31
164	CD16+ Monocytes	ITGAX	11.868245	1.7168789	1.7305915451427522e-32	1.5549805740814607e-30
165	CD16+ Monocytes	GMFG	11.86821	0.77853733	1.7313185773278118e-32	1.5549805740814607e-30
166	CD16+ Monocytes	ADGRE5	11.832785	1.3561324	2.642267865670903e-32	2.360657737882294e-30
167	CD16+ Monocytes	CKB	11.803334	5.480008	3.7514605864275615e-32	3.316721013260826e-30
168	CD16+ Monocytes	PGK1	11.797887	1.1477578	4.002352155540332e-32	3.520203515041303e-30
169	CD16+ Monocytes	RABGAP1L	11.712698	1.6942934	1.0973146494374154e-31	9.552264704718012e-30
170	CD16+ Monocytes	VSIR	11.633413	1.1268357	2.787260975720921e-31	2.4017134549676463e-29
171	CD16+ Monocytes	BIN2	11.625365	1.1812435	3.062815770034678e-31	2.6258231159767e-29
172	CD16+ Monocytes	PHF19	11.539754	2.808749	8.316260621240634e-31	7.093895680681395e-29
173	CD16+ Monocytes	LRRFIP1	11.519405	0.99134517	1.0533497706885494e-30	8.940306178719063e-29
174	CD16+ Monocytes	C1orf162	11.479131	1.127175	1.6796079649082695e-30	1.4184748857869588e-28
175	CD16+ Monocytes	IL3RA	11.456322	3.3760273	2.186017862687178e-30	1.8370125355997448e-28
176	CD16+ Monocytes	FGD2	11.41812	1.8869095	3.394960742521802e-30	2.82497346099547e-28
177	CD16+ Monocytes	RBX1	11.405434	1.1715701	3.928150326870379e-30	3.2527000877377897e-28
178	CD16+ Monocytes	SELPLG	11.400443	1.3867028	4.159960772814736e-30	3.427928840705347e-28
179	CD16+ Monocytes	S100A6	11.331842	0.9231239	9.12649478271911e-30	7.484166615297434e-28
180	CD16+ Monocytes	CHCHD10	11.256106	1.3048112	2.1609647540158102e-29	1.7551376411204963e-27
181	CD16+ Monocytes	CAMK1	11.2412405	2.191463	2.5576226644412386e-29	2.0584328769169567e-27
182	CD16+ Monocytes	ARL6IP5	11.219311	1.0037136	3.278151454247416e-29	2.6248406101815984e-27
183	CD16+ Monocytes	HIGD2A	11.213547	1.0354003	3.498845042819713e-29	2.7883988075992783e-27
184	CD16+ Monocytes	CTSL	11.181566	3.7508683	5.019623886867714e-29	3.9816876392326846e-27
185	CD16+ Monocytes	CLEC2B	11.160901	1.293063	6.334598268052393e-29	5.001386306985552e-27
186	CD16+ Monocytes	MT2A	11.050479	1.5393775	2.180486126782585e-28	1.690125662197917e-26
187	CD16+ Monocytes	CX3CR1	11.037019	1.5801386	2.5329841513593765e-28	1.9455839805124623e-26
188	CD16+ Monocytes	CDH23	11.016565	2.7523327	3.179626708724047e-28	2.4312686207473286e-26
189	CD16+ Monocytes	CD300LF	10.990488	1.6330737	4.246238804378444e-28	3.2322826773239503e-26
190	CD16+ Monocytes	KLF2	10.979839	0.9388249	4.777725551877925e-28	3.6206201447824894e-26
191	CD16+ Monocytes	LILRA1	10.975762	2.0288734	4.998227412375292e-28	3.7708849033364703e-26
192	CD16+ Monocytes	COX6B1	10.967855	0.8058856	5.455100776786253e-28	4.079309942112187e-26
193	CD16+ Monocytes	SNX18	10.956223	1.7070258	6.203496830209751e-28	4.6186122233688823e-26
194	CD16+ Monocytes	ACTR3	10.94828	1.0228504	6.772129178011088e-28	5.0199516505125857e-26
195	CD16+ Monocytes	ARPC5	10.945292	0.8275019	6.999122336428192e-28	5.1656565939508066e-26
196	CD16+ Monocytes	UICLM	10.928318	6.245934	8.439806988406833e-28	6.201979377844415e-26
197	CD16+ Monocytes	PSAP	10.925471	1.3474915	8.708686665540835e-28	6.371980868429124e-26
198	CD16+ Monocytes	TMC6	10.903155	1.6989071	1.11328652631751e-27	8.110746259330358e-26
199	CD16+ Monocytes	ADGRE1	10.834518	2.835159	2.362039688797981e-27	1.7134881930489627e-25
200	CD16+ Monocytes	BLVRA	10.816982	1.4760258	2.8604207024117994e-27	2.0574424331966226e-25
201	CD16+ Monocytes	KLF3	10.772384	1.4828097	4.6480650078202595e-27	3.3291520467404604e-25
202	CD16+ Monocytes	PSMA4	10.693662	1.1829655	1.0898174973594778e-26	7.772963032637452e-25
203	CD16+ Monocytes	GDI2	10.68723	1.0981106	1.1680735311536314e-26	8.296254473361044e-25
204	CD16+ Monocytes	SCIMP	10.637994	1.6039853	1.9835505651970335e-26	1.397127420921977e-24
205	CD16+ Monocytes	CAP1	10.632792	0.8830347	2.0973764841174772e-26	1.4711969346237263e-24
206	CD16+ Monocytes	IER5	10.615852	1.2290727	2.5148785102641548e-26	1.7567927041865854e-24
207	CD16+ Monocytes	RARA	10.591814	1.6615319	3.25227017924351e-26	2.2625937005187945e-24
208	CD16+ Monocytes	NR4A1	10.577511	1.9898218	3.7889180855923186e-26	2.6251789593032492e-24
209	CD16+ Monocytes	EHBP1L1	10.571536	1.2780013	4.0382569766581015e-26	2.786561470681759e-24
210	CD16+ Monocytes	PGLS	10.570095	1.0850575	4.100786049462918e-26	2.818252760713888e-24
211	CD16+ Monocytes	PLXNB2	10.560255	1.437557	4.554240974709023e-26	3.117267763938938e-24
212	CD16+ Monocytes	GCH1	10.522511	2.1711347	6.803648473942853e-26	4.638230234746182e-24
213	CD16+ Monocytes	TPI1	10.464347	0.9540316	1.2594228813573834e-25	8.48361246469904e-24
214	CD16+ Monocytes	CPPED1	10.39079	1.2426927	2.730810709807766e-25	1.8322336679441433e-23
215	CD16+ Monocytes	FGR	10.364151	1.117728	3.6094926699551594e-25	2.412249530412946e-23
216	CD16+ Monocytes	MSLN	10.359125	3.572078	3.804242995794302e-25	2.5324323472003246e-23
217	CD16+ Monocytes	BLOC1S1	10.303879	1.0761544	6.767604069597127e-25	4.47004198760355e-23
218	CD16+ Monocytes	VMO1	10.253131	8.489958	1.1457087110886993e-24	7.538141616562275e-23
219	CD16+ Monocytes	CAPZB	10.22006	0.91530716	1.6124017211673527e-24	1.0567768037380622e-22
220	CD16+ Monocytes	CNIH4	10.203156	1.7535944	1.9193177376432062e-24	1.2530930229420548e-22
221	CD16+ Monocytes	SLC25A5	10.181507	0.98577625	2.398169480894724e-24	1.5597290014631394e-22
222	CD16+ Monocytes	RELT	10.17715	1.6974375	2.5080010418366008e-24	1.6249357895105459e-22
223	CD16+ Monocytes	EVL	10.160457	1.2425662	2.976801513849831e-24	1.9147509148819194e-22
224	CD16+ Monocytes	CD86	10.160421	1.4326566	2.9778747660019245e-24	1.9147509148819194e-22
225	CD16+ Monocytes	PPM1N	10.109989	3.7335665	4.988966673309698e-24	3.1957626143181936e-22
226	CD16+ Monocytes	IGSF6	10.092066	1.2080542	5.989544533495795e-24	3.8222751299282375e-22
227	CD16+ Monocytes	OAZ2	10.084967	1.4811156	6.4386905688824394e-24	4.078237776372366e-22
228	CD16+ Monocytes	PSMB9	10.06989	0.99929166	7.506193286577863e-24	4.736714908537518e-22
229	CD16+ Monocytes	NDUFA4	10.03081	0.9304423	1.1159741473141051e-23	7.016170796539606e-22
230	CD16+ Monocytes	DOK2	10.02712	1.119475	1.1584660810056686e-23	7.256443440985691e-22
231	CD16+ Monocytes	ARRB1	10.024625	1.7512428	1.1881028164280193e-23	7.414722540024127e-22
232	CD16+ Monocytes	SEPTIN9	9.987337	1.1087592	1.7317189713161013e-23	1.0728441437259425e-21
233	CD16+ Monocytes	GRK3	9.955285	1.4986902	2.3913578307674127e-23	1.4761199700827936e-21
234	CD16+ Monocytes	MT-CO1	9.893713	0.34730715	4.432749764118451e-23	2.7164594673613975e-21
235	CD16+ Monocytes	VPS35	9.889285	1.3459793	4.633257040312847e-23	2.829120081270165e-21
236	CD16+ Monocytes	C5AR1	9.871151	1.2314013	5.552402583872941e-23	3.378209098969289e-21
237	CD16+ Monocytes	TCIRG1	9.852876	1.2490873	6.661034382524774e-23	4.038252094405644e-21
238	CD16+ Monocytes	PKN1	9.851927	1.3325291	6.724234166628549e-23	4.062059607776499e-21
239	CD16+ Monocytes	SEC11A	9.829153	0.9834161	8.432461121567021e-23	5.057986838819794e-21
240	CD16+ Monocytes	BTK	9.824374	1.6840333	8.842179182579709e-23	5.285070127615865e-21
241	CD16+ Monocytes	ANXA2	9.800933	0.9746491	1.1155069893412721e-22	6.644116190901086e-21
242	CD16+ Monocytes	ENY2	9.759076	1.0095435	1.6868465775577386e-22	1.0011965263651264e-20
243	CD16+ Monocytes	RNF149	9.739818	1.2728515	2.0392062195047665e-22	1.2061158737314776e-20
244	CD16+ Monocytes	HRH2	9.734862	1.3399503	2.1410809890605216e-22	1.2619739510174429e-20
245	CD16+ Monocytes	PSME2	9.725795	1.0274771	2.3407008966483473e-22	1.374858052616114e-20
246	CD16+ Monocytes	GNG2	9.710366	1.4301764	2.723557187325403e-22	1.594220112236163e-20
247	CD16+ Monocytes	VAMP5	9.689175	1.2380112	3.3522626910301336e-22	1.955486569767578e-20
248	CD16+ Monocytes	SLC7A7	9.674098	1.1511874	3.88502423838743e-22	2.2585029605009118e-20
249	CD16+ Monocytes	MT-ATP6	9.6736765	0.36022562	3.901073160766304e-22	2.2600927270992496e-20
250	CD16+ Monocytes	ISG15	9.663555	1.2354511	4.306553584129457e-22	2.4865220098842693e-20
251	CD16+ Monocytes	MT-CO3	9.63189	0.32616457	5.864082249056465e-22	3.362932303301807e-20
252	CD16+ Monocytes	SH3BP2	9.6277075	1.2539809	6.107665066365219e-22	3.490828771095946e-20
253	CD16+ Monocytes	M6PR	9.621839	1.1872513	6.46646855011026e-22	3.683500122084619e-20
254	CD16+ Monocytes	FAM89B	9.618043	1.2986484	6.709534753265958e-22	3.8091756667789176e-20
255	CD16+ Monocytes	LINC02432	9.550673	2.5438578	1.2885754795613896e-21	7.242903564753175e-20
256	CD16+ Monocytes	C15orf39	9.546771	1.4681636	1.3380145059806306e-21	7.495972356112608e-20
257	CD16+ Monocytes	NEURL1	9.495848	4.2959967	2.18427414512655e-21	1.2196728162343153e-19
258	CD16+ Monocytes	RAC2	9.448649	0.8586543	3.432319794480795e-21	1.90404014742848e-19
259	CD16+ Monocytes	MYD88	9.445557	1.2761918	3.535213121153345e-21	1.9547310336018902e-19
260	CD16+ Monocytes	STK10	9.42447	1.2175575	4.3228354567986185e-21	2.3824718142583294e-19
261	CD16+ Monocytes	PRDX1	9.3947735	1.0249014	5.734122632803374e-21	3.150056041807032e-19
262	CD16+ Monocytes	TBC1D8	9.365534	2.709654	7.566714535191346e-21	4.130063640992704e-19
263	CD16+ Monocytes	COX8A	9.3420925	0.8559973	9.444892578937033e-21	5.138687548956928e-19
264	CD16+ Monocytes	ZFAS1	9.311658	0.6732046	1.2585270915061738e-20	6.8253985234240585e-19
