	group	names	scores	logfoldchanges	pvals	pvals_adj
33948	CD14+ Monocytes	RPS19	-36.14818	-1.1493512	3.9740522691478426e-286	4.818538376341759e-283
33949	CD14+ Monocytes	B2M	-36.455288	-0.95070493	5.672105957935161e-291	8.02366655299578e-288
33950	T cells	CD3D	33.551033	8.7144375	8.696396217514114e-247	1.4762132579230208e-242
33951	T cells	RPS3	32.40168	1.6459552	2.599312931053756e-230	1.1030834251159378e-226
33952	T cells	RPS27A	31.94822	1.539544	5.719260782723808e-224	1.941689035734733e-220
33953	T cells	RPS15A	31.650736	1.3318658	7.408645610658885e-220	2.0960293206822428e-216
33954	T cells	TRAC	31.232527	7.4003243	3.855858732623519e-214	9.350457426612032e-211
33955	T cells	CD3G	30.8284	8.098914	1.0912565711752254e-208	2.3155100369624316e-205
33956	T cells	RPL23A	30.73947	1.410647	1.6908376296351083e-207	3.1891076403395515e-204
33957	T cells	RPS27	30.71741	1.8525746	3.3329087362717324e-207	5.657612579821266e-204
33958	T cells	RPS12	30.714104	1.4100491	3.6893835367993186e-207	5.693389594288039e-204
33959	T cells	CD3E	30.32784	8.1567	4.924923596246657e-202	5.971469860449071e-199
33960	T cells	RPL41	30.256327	1.0853883	4.307456649524927e-201	4.874605108379043e-198
33961	T cells	RPL30	30.144651	1.1481514	1.260509694599159e-199	1.2586560038718071e-196
33962	T cells	RPS18	30.08615	1.5095278	7.354214394390342e-199	6.935432741376448e-196
33963	T cells	RPL13	29.773453	1.1871305	8.621950483650847e-195	7.317880472998657e-192
33964	T cells	RPL10	29.56231	1.196226	4.562419515225233e-192	3.6879557748070634e-189
33965	T cells	RPL14	29.436789	1.2790879	1.85835651707234e-190	1.4338909944228622e-187
33966	T cells	RPS29	29.178368	1.5257223	3.64903721910237e-187	2.580933616427614e-184
33967	T cells	RPL3	28.961596	1.8444484	2.005063361984225e-184	1.3090750219108546e-181
33968	T cells	LTB	28.857752	4.9473004	4.050360667756019e-183	2.3598452517986923e-180
33969	T cells	IL32	28.772543	5.8644404	4.7324744747442036e-182	2.5914114260897695e-179
33970	T cells	RPS6	28.717852	1.2895449	2.2838829115906767e-181	1.1748155280076285e-178
33971	T cells	RPS4X	28.293331	1.2283477	4.17464643245093e-176	1.8648585050224877e-173
33972	T cells	RPS5	28.225122	1.5493094	2.8758750197151683e-175	1.2517430374273073e-172
33973	T cells	RPL19	28.220896	1.057482	3.2408098297851036e-175	1.3753186715150534e-172
33974	T cells	RPL32	28.0935	1.1676258	1.1761569842429148e-173	4.753634477981781e-171
33975	T cells	RPL28	28.030561	0.82767224	6.894102321585524e-173	2.6597133388389605e-170
33976	T cells	RPL11	27.995996	1.0592085	1.817757882869268e-172	6.856986680379071e-170
33977	T cells	RPL10A	27.94705	1.3938466	7.159403687198489e-172	2.6419755997868335e-169
33978	T cells	TRBC2	27.778927	5.212142	7.796636932333264e-170	2.8159130197097268e-167
33979	T cells	RPL36	27.22332	1.2626433	3.4403889880602653e-163	1.1451098641631962e-160
33980	T cells	RPL34	27.074787	0.98211694	1.9511266925516478e-161	6.369303001166197e-159
33981	T cells	RPS15	27.021078	1.0315406	8.357031084026525e-161	2.6766151443650995e-158
33982	T cells	RPL5	26.86388	1.2050061	5.806780342368903e-159	1.7601802912805738e-156
33983	T cells	RPS21	26.855873	1.2994539	7.202559658591044e-159	2.1449728106067188e-156
33984	T cells	RPS14	26.751907	0.8809561	1.1732557212276008e-157	3.3755959098031394e-155
33985	T cells	RPS2	26.673607	1.007572	9.528946598801904e-157	2.6958978085777053e-154
33986	T cells	RPS25	26.569792	1.5377624	1.5170941395769965e-155	4.0238551592686744e-153
33987	T cells	IL7R	26.421764	8.020629	7.705048355349503e-154	1.9817150883645125e-151
33988	T cells	RPS16	26.271952	1.0765191	4.012796864153934e-152	1.0166750264031796e-149
33989	T cells	RPLP2	26.259388	0.9267786	5.584323012395807e-152	1.3940276931679237e-149
33990	T cells	RPL18	26.112284	0.9490058	2.6443881569859276e-150	6.234512356227239e-148
33991	T cells	LDHB	26.106329	3.047646	3.0898826380708435e-150	7.185035312500352e-148
33992	T cells	RPS7	25.742691	0.9975946	3.8918640008476685e-146	8.362581191694832e-144
33993	T cells	RPL35	25.545094	1.1472961	6.225008716982558e-144	1.304562011984925e-141
33994	T cells	RPL27A	25.52461	1.0868843	1.0510880246029143e-143	2.1758803923944478e-141
33995	T cells	RPL13A	25.264105	1.4290333	7.926975085874399e-141	1.5466712883071027e-138
33996	T cells	RPL7A	25.169071	0.9563879	8.739415257442358e-140	1.6858133408532276e-137
33997	T cells	B2M	25.111315	0.87117934	3.7419041045563185e-139	7.057646908315945e-137
33998	T cells	RPS20	24.92771	1.2243154	3.7263984183078677e-137	6.875610125084354e-135
33999	T cells	RPS23	24.903326	1.0093181	6.847902259016907e-137	1.2499262456646452e-134
34000	T cells	RPS8	24.835922	0.9562016	3.670670218714274e-136	6.55890810133419e-134
34001	T cells	RPSA	24.722162	2.1847787	6.179350706451195e-135	1.0703518187960106e-132
34002	T cells	RPS3A	24.631208	1.2348781	5.851760832606762e-134	9.933364013349979e-132
34003	T cells	EEF1A1	24.556688	0.8158108	3.6689686653398695e-133	6.166410207341019e-131
34004	T cells	RPL35A	24.483658	0.8893238	2.2056637703047623e-132	3.5658230953260325e-130
34005	T cells	RPS19	24.464573	1.0888852	3.52143407489041e-132	5.639277681251388e-130
34006	T cells	RPL24	24.447216	0.9395926	5.387387433528798e-132	8.546813241509472e-130
34007	T cells	TPT1	23.94362	0.77354324	1.0768122418843577e-126	1.676962184035502e-124
34008	T cells	PCED1B-AS1	23.8365	3.6185415	1.3979342731697826e-125	2.137831917752888e-123
34009	T cells	RPL37	23.421328	0.84766614	2.591508237807599e-121	3.6967102804020163e-119
34010	T cells	CD2	23.382803	4.850647	6.3945653065929175e-121	9.045645506617898e-119
34011	T cells	HINT1	22.975163	1.7293913	8.259095033597136e-117	1.121585105562491e-114
34012	T cells	GAS5	22.933243	2.0317388	2.1657583528819582e-116	2.9177577809659716e-114
34013	T cells	RPL12	22.823116	0.85226923	2.7033447750263372e-115	3.613328941422998e-113
34014	T cells	NPM1	22.791082	1.756077	5.621005162518062e-115	7.339735587211085e-113
34015	T cells	RPS28	22.384632	0.89848083	5.5561943519166004e-111	7.038537248043603e-109
34016	T cells	TLE5	21.958622	2.170368	7.163769978169824e-107	8.563732068974139e-105
34017	T cells	BTG1	21.605555	1.257082	1.5926398093235492e-103	1.8266932948153546e-101
34018	T cells	BCL11B	21.544403	5.049209	5.974903507662296e-103	6.806978996145468e-101
34019	T cells	CALM1	21.501501	1.3848671	1.5073271202875296e-102	1.7057918577920545e-100
34020	T cells	RPL18A	21.489204	0.9879124	1.9644496816986644e-102	2.1938508780812388e-100
34021	T cells	RPL29	21.48736	0.73564726	2.0441096512242793e-102	2.267892897355042e-100
34022	T cells	NOP53	21.264902	1.597641	2.399915515639414e-100	2.611446530639683e-98
34023	T cells	CD27	21.170822	6.5249867	1.7743582611540245e-99	1.8943227347855072e-97
34024	T cells	EEF1B2	21.102465	1.4358593	7.549585843359389e-99	8.009638730689103e-97
34025	T cells	RPL26	21.055336	0.63277936	2.043302527260957e-98	2.154351577655574e-96
34026	T cells	LCK	21.0222	4.1195784	4.1094297794568804e-98	4.279605552532549e-96
34027	T cells	RPS4Y1	20.57413	1.240237	4.6806593509201184e-94	4.6194297954575005e-92
34028	T cells	EEF1D	20.541082	0.91514814	9.248004486317024e-94	9.074270297990259e-92
34029	T cells	EVL	20.185513	2.442992	1.312583162334359e-90	1.2378388433680967e-88
34030	T cells	RPL37A	20.114477	0.7758586	5.511776780075225e-90	5.169193969158948e-88
34031	T cells	RPLP0	19.791182	1.1337509	3.5463483124622486e-87	3.236519494841219e-85
34032	T cells	RPL39	19.71303	0.6688593	1.666847281923005e-86	1.5050389686512238e-84
34033	T cells	ETS1	19.503254	3.7275662	1.030141112135382e-84	9.203497567630582e-83
34034	T cells	RPL8	19.451035	0.7224703	2.8561256093617037e-84	2.5383629433986872e-82
34035	T cells	RPLP1	19.450111	0.61681217	2.9079979922019465e-84	2.571003433209794e-82
34036	T cells	RPS10	19.371155	0.9790236	1.3518941893972234e-83	1.1708369318886666e-81
34037	T cells	RPL27	19.330873	0.7791895	2.9537315997245668e-83	2.5451570510317012e-81
34038	T cells	RACK1	19.175909	0.7177026	5.883034810969316e-82	4.9932257958102065e-80
34039	T cells	TRBC1	19.142029	4.05631	1.1279093893709705e-81	9.489186374370367e-80
34040	T cells	C12orf57	19.059769	2.1503057	5.451535606438408e-81	4.5141374106971696e-79
34041	T cells	RPS26	18.698454	1.1869308	5.096102112248932e-78	4.0049228405289645e-76
34042	T cells	ARL4C	18.501036	2.271361	2.0254742300601857e-76	1.5487578853725969e-74
34043	T cells	RPL38	18.447178	0.83732474	5.4941130222256876e-76	4.163507524655404e-74
34044	T cells	GIMAP7	18.294386	1.5508378	9.172813273697168e-75	6.829320408816203e-73
34045	T cells	RPL15	18.22862	0.63159627	3.059456149634437e-74	2.258011658262807e-72
34046	T cells	ISG20	18.217127	3.0546932	3.774553854750791e-74	2.761769469154943e-72
34047	T cells	ACAP1	18.035517	2.681842	1.0253088611178851e-72	7.312864671208445e-71
34048	T cells	GYPC	17.946081	2.6685357	5.149766233059095e-72	3.642386741924089e-70
34049	T cells	FAU	17.79865	0.51643264	7.239245802157101e-71	5.015763162923134e-69
34050	T cells	RPL36AL	17.653809	0.90832555	9.511913497472666e-70	6.407330619825338e-68
34051	T cells	MYL12A	17.612812	1.0647302	1.964366186595674e-69	1.3179887753937378e-67
34052	T cells	RPS13	17.402592	0.63126844	7.8853244278374e-68	5.168084253379918e-66
34053	T cells	TOMM7	17.25918	0.98907715	9.545818050162991e-67	6.161226669259193e-65
34054	T cells	MALAT1	17.182098	0.92890257	3.6158704674401984e-66	2.290276163611842e-64
34055	T cells	CD52	17.032791	1.2169601	4.691174552800529e-65	2.91694827962597e-63
34056	T cells	RPL22	17.027433	0.92196804	5.141061939762124e-65	3.1850192126810973e-63
34057	T cells	CD69	16.971252	3.8204563	1.340416748549415e-64	8.184738959218101e-63
34058	T cells	HLA-A	16.95586	0.7658977	1.7419203649679743e-64	1.0598243080763929e-62
34059	T cells	TCF7	16.576324	4.843453	1.0335881281322885e-61	6.07098909171128e-60
34060	T cells	SARAF	16.541344	1.2650367	1.848546050811397e-61	1.0783185296399815e-59
34061	T cells	SKAP1	16.421183	3.429344	1.3491125171134944e-60	7.736886816892421e-59
34062	T cells	RPL31	16.31436	0.8840465	7.801928797726371e-60	4.444219508100843e-58
34063	T cells	SPOCK2	16.095238	4.1730447	2.755132897817857e-58	1.5313220379505597e-56
34064	T cells	RPL6	16.095118	0.73055965	2.7604391376310534e-58	1.5313220379505597e-56
34065	T cells	CLEC2D	15.832855	3.4780715	1.84648135558709e-56	1.0078463347617637e-54
34066	T cells	SYNE2	15.755091	3.640009	6.3368550715479995e-56	3.447695988446388e-54
34067	T cells	MZT2B	15.683994	1.280593	1.946200613649504e-55	1.048785886244455e-53
34068	T cells	RPL21	15.675271	1.1557597	2.232692247097061e-55	1.1993655346352093e-53
34069	T cells	SRSF7	15.21556	1.3562026	2.7882432994639555e-52	1.4299223567492643e-50
34070	T cells	CD247	15.049074	2.2829902	3.5010080468604334e-51	1.763489958322132e-49
34071	T cells	PLAAT4	14.888513	1.7255183	3.913787554317544e-50	1.9482857400158448e-48
34072	T cells	OCIAD2	14.801429	3.8569946	1.4340275292522863e-49	7.055831104074655e-48
34073	T cells	H1-3	14.586891	2.387087	3.403576406640245e-48	1.6367056516350754e-46
34074	T cells	IL2RG	14.536576	2.5116816	7.105880583978919e-48	3.3882674975573637e-46
34075	T cells	LBH	14.525114	3.2128274	8.40024404654179e-48	3.994233688796831e-46
34076	T cells	NOSIP	14.493318	2.2169685	1.3353470710923767e-47	6.314071457323982e-46
34077	T cells	ITM2A	14.452589	4.667042	2.4143684520002777e-47	1.1384417909084642e-45
34078	T cells	PRKCQ-AS1	14.375062	4.370517	7.420315529963715e-47	3.479554036495416e-45
34079	T cells	SOD1	14.272587	1.3817722	3.2432204659853647e-46	1.5000999294305604e-44
34080	T cells	PRDX2	14.144001	1.9836414	2.033849578942769e-45	9.280805538320834e-44
34081	T cells	SRSF5	14.0308075	0.77073056	1.0099558103636866e-44	4.535449703948038e-43
34082	T cells	RPS9	14.019851	0.39689338	1.1786192046697812e-44	5.278907915374547e-43
34083	T cells	PEBP1	13.941223	1.8435847	3.557921233693404e-44	1.5810396058100926e-42
34084	T cells	BIN1	13.859111	3.0469446	1.1205319426990406e-43	4.9405272019003154e-42
34085	T cells	EIF4A2	13.652135	1.3089416	1.960487855804706e-42	8.489612589868592e-41
34086	T cells	CXCR4	13.629478	2.291917	2.6748444168382234e-42	1.1553558263569681e-40
34087	T cells	MAL	13.52343	8.602516	1.137457738221139e-41	4.8758447238141e-40
34088	T cells	PIK3IP1	13.354146	2.721799	1.1203587310295266e-40	4.719128898071021e-39
34089	T cells	DDX24	13.194776	1.3523687	9.403451714292933e-40	3.921955598283109e-38
34090	T cells	SNHG8	13.103137	1.52509	3.159252108043662e-39	1.301657877039834e-37
34091	T cells	RCAN3	13.065595	3.554346	5.177871533855172e-39	2.1179366093299167e-37
34092	T cells	TRAF3IP3	12.885562	1.2540882	5.427860069664485e-38	2.19899581581276e-36
34093	T cells	H4C3	12.81923	1.7758409	1.2796539801954088e-37	5.13525444771089e-36
34094	T cells	CD7	12.648278	2.2781558	1.1435361626419587e-36	4.514308456010988e-35
34095	T cells	SLFN5	12.638334	1.9796485	1.2977422524284923e-36	5.099346003466125e-35
34096	T cells	KLF2	12.61276	0.89124215	1.795917674280588e-36	6.992133605713986e-35
34097	T cells	RASGRP1	12.603144	3.6292694	2.0289383626027373e-36	7.881288033222304e-35
34098	T cells	AQP3	12.580993	6.45462	2.6863154415420374e-36	1.0387290346281568e-34
34099	T cells	SNHG6	12.532911	1.0952243	4.931859299531983e-36	1.8940794481799866e-34
34100	T cells	TSTD1	12.460326	2.1239803	1.228664528745958e-35	4.697428012491585e-34
34101	T cells	MZT2A	12.281783	2.158485	1.134695732231164e-34	4.1872739249182626e-33
34102	T cells	DUSP2	12.266688	2.8287842	1.3673186898596155e-34	5.0130096674658685e-33
34103	T cells	TBC1D10C	12.1668625	1.6803887	4.6667770935284435e-34	1.6855008758009645e-32
34104	T cells	BTF3	12.165076	0.5772272	4.769998698739818e-34	1.7191237348430658e-32
34105	T cells	LINC00861	12.013328	3.2115498	3.024261529002675e-33	1.0628745228741285e-31
34106	T cells	TRAT1	11.947114	8.256849	6.721885443507112e-33	2.3286531715006777e-31
34107	T cells	RPL4	11.929787	0.553396	8.278506277196798e-33	2.8562529279556027e-31
34108	T cells	RORA	11.862621	3.0030637	1.850889355245714e-32	6.3472417788476765e-31
34109	T cells	HNRNPA1	11.656836	0.74898434	2.117662023294316e-31	7.090199772272388e-30
34110	T cells	FCMR	11.654425	3.4355252	2.1784741074388362e-31	7.2794484200343e-30
34111	T cells	SNRPD2	11.632721	0.9782531	2.8099677620444336e-31	9.371159677937967e-30
34112	T cells	RPL17	11.589015	0.99276423	4.684888776043869e-31	1.5562815454666276e-29
34113	T cells	BCL2	11.45513	3.7014751	2.2163123720586496e-30	7.262915543570575e-29
34114	T cells	LEPROTL1	11.447895	1.5380586	2.4092479851094207e-30	7.849709126148257e-29
34115	T cells	PBXIP1	11.340894	2.5057871	8.229938613964821e-30	2.6408924002278415e-28
34116	T cells	GZMM	11.282184	2.20278	1.6070716041915418e-29	5.0895597912595935e-28
34117	T cells	VAMP2	11.232881	1.1938101	2.811598016380211e-29	8.854708038600013e-28
34118	T cells	SSR2	11.216297	0.8495021	3.3917503898792655e-29	1.0622686876051759e-27
34119	T cells	HSPA8	11.145827	0.85108995	7.504393649352417e-29	2.3330967435486684e-27
34120	T cells	CIRBP	11.087414	0.82497	1.4440199958840624e-28	4.408676156498554e-27
34121	T cells	PPP2R5C	11.086134	1.3567213	1.4648280507006866e-28	4.4641752532574786e-27
34122	T cells	CCL5	11.033734	2.9395738	2.6272306534799515e-28	7.921357076877828e-27
34123	T cells	RHOH	10.781862	4.2298517	4.193086288060778e-27	1.225088463680408e-25
34124	T cells	HLA-E	10.335816	0.47018182	4.8526315353055965e-25	1.3394052083221545e-23
34125	T cells	OPTN	10.325604	3.0330992	5.397778808250668e-25	1.4826423182856812e-23
34126	T cells	LEF1	10.146942	6.6936255	3.4191018430364905e-24	9.154456433051171e-23
34127	T cells	RPL9	10.142357	1.0430655	3.5834777615952776e-24	9.579454331193676e-23
34128	T cells	H3-3B	10.054648	0.44389877	8.763395635830928e-24	2.302765339291486e-22
34129	T cells	TTC39C	9.966909	2.685891	2.127455827628685e-23	5.521951479204424e-22
34130	T cells	SNRPN	9.965391	1.9618511	2.1602169247943246e-23	5.598424778379184e-22
34131	T cells	PSIP1	9.911385	1.623161	3.7146229021217846e-23	9.553897539926863e-22
34132	T cells	GCC2	9.856723	1.3723925	6.410763486019501e-23	1.6438475857278101e-21
34133	T cells	GSTK1	9.831834	0.89026403	8.21101294983483e-23	2.0928219943460394e-21
34134	T cells	RPL36A	9.782263	0.7537083	1.3417667413665801e-22	3.394409900849135e-21
34135	T cells	PPDPF	9.747935	0.8953508	1.8825771799401859e-22	4.713384606118681e-21
34136	T cells	ANXA2R	9.658173	2.4033945	4.538884403478254e-22	1.1166313441890341e-20
34137	T cells	RPL7	9.643048	0.4902002	5.26022966719994e-22	1.2884906002989751e-20
34138	T cells	STK17A	9.594698	2.012039	8.416299121024319e-22	2.049737124524933e-20
34139	T cells	NACA	9.5866	0.3502289	9.10353160185656e-22	2.210764648662591e-20
34140	T cells	H1-2	9.54748	1.262919	1.3288978490634609e-21	3.1906705781969234e-20
34141	T cells	SIT1	9.54483	4.6718893	1.3633110618069816e-21	3.2686730613239426e-20
34142	T cells	ANAPC16	9.529289	0.88450605	1.5836429874999838e-21	3.7820041851244875e-20
34143	T cells	SEPTIN6	9.426396	1.3996975	4.2442027750481285e-21	9.909950771174964e-20
34144	T cells	CD6	9.409545	4.437141	4.982877502605642e-21	1.1586896658456269e-19
34145	T cells	HLA-C	9.361106	0.42386165	7.890630657125416e-21	1.8298286257473216e-19
34146	T cells	TC2N	9.341933	3.7033725	9.459135987995298e-21	2.190570714818829e-19
34147	T cells	HSP90AB1	9.253658	0.7001409	2.1693760098513886e-20	4.956279645656437e-19
34148	T cells	C12orf75	9.244161	1.9817066	2.370932914360803e-20	5.409487395332611e-19
34149	T cells	HMGN1	9.231538	1.0449123	2.6677426489756085e-20	6.070366148305758e-19
34150	T cells	MT-CYB	9.222695	0.35839435	2.897240831100561e-20	6.574954960953479e-19
34151	T cells	ANKRD12	9.186225	0.9473632	4.068715763623771e-20	9.221154884848266e-19
34152	T cells	KIF2A	9.140494	1.4166379	6.216742977708395e-20	1.3977379079019867e-18
34153	T cells	TNRC6C	9.091966	2.386309	9.726423608666329e-20	2.169593176834572e-18
34154	T cells	CUTA	9.086429	0.9519701	1.0234599582228767e-19	2.2799518098206474e-18
34155	T cells	ARID5B	8.997171	3.0520022	2.3160788668263798e-19	5.092673415074845e-18
34156	T cells	TALAM1	8.971597	1.242127	2.922456979847236e-19	6.409393699341967e-18
34157	T cells	ILF3-DT	8.964541	1.4094841	3.1157556656828235e-19	6.815715518681176e-18
34158	T cells	NUCB2	8.8956785	1.7896388	5.80636443091629e-19	1.2539826490433082e-17
34159	T cells	CCR7	8.764323	5.7543073	1.879016676611025e-18	3.9970310884050315e-17
34160	T cells	KLRG1	8.742471	3.505413	2.280670845660956e-18	4.833256879537419e-17
34161	T cells	GZMK	8.740744	5.2611804	2.3158045747669e-18	4.901593847464854e-17
34162	T cells	SNHG29	8.73345	0.60438937	2.470205575415582e-18	5.2153905028208335e-17
34163	T cells	UXT	8.733301	0.77034193	2.4734601911687156e-18	5.215774750942726e-17
34164	T cells	UBE2D2	8.720677	0.8259769	2.7654213293797083e-18	5.816979809940588e-17
34165	T cells	CD81	8.719844	1.2558721	2.7858572036945274e-18	5.852713617910223e-17
34166	T cells	ARHGAP15	8.706655	1.9067519	3.1297445346976662e-18	6.55085246319271e-17
34167	T cells	LINC-PINT	8.696979	1.6267084	3.4083695642573917e-18	7.116491187363989e-17
34168	T cells	COX7C	8.678223	0.49386442	4.020023827737924e-18	8.352497487864291e-17
34169	T cells	SUSD3	8.63148	2.7668903	6.056308578727785e-18	1.2446227375775319e-16
34170	T cells	CCND2	8.619244	2.354895	6.739773172211873e-18	1.3800681495572563e-16
34171	T cells	CAMK4	8.589323	6.959662	8.74834340959085e-18	1.7806130620839887e-16
34172	T cells	FAM107B	8.552941	1.0936714	1.1999101491570927e-17	2.424818426421625e-16
34173	T cells	STMN3	8.541538	4.159726	1.3244647147214153e-17	2.670164908835632e-16
34174	T cells	NSMCE3	8.460439	1.7124442	2.6637247263094183e-17	5.300905888523139e-16
34175	T cells	CTSW	8.448858	1.6526313	2.9416648754746303e-17	5.8403229545241925e-16
34176	T cells	SF1	8.439688	0.6492984	3.181858853901978e-17	6.309819397778747e-16
34177	T cells	TESPA1	8.411405	4.6467876	4.0513014047956656e-17	8.004733968974989e-16
34178	T cells	STK4	8.411285	0.7055888	4.055417504164059e-17	8.004733968974989e-16
34179	T cells	DNAJB1	8.390951	1.445383	4.8222536282289984e-17	9.474277238331859e-16
34180	T cells	COMMD6	8.345787	0.5339993	7.07414170274606e-17	1.3834510991257416e-15
34181	T cells	APRT	8.340279	0.5491026	7.41155822767045e-17	1.4444454754845683e-15
34182	T cells	CD28	8.26564	7.363417	1.3894722889765862e-16	2.6772181731416063e-15
34183	T cells	SVIP	8.261085	2.5603435	1.4435436387184814e-16	2.7782486697558073e-15
34184	T cells	SLC38A1	8.137352	2.6181266	4.0401722957118706e-16	7.578113228697128e-15
34185	T cells	S1PR4	8.130088	1.066113	4.2898077460821877e-16	8.028609315297148e-15
34186	T cells	NUCKS1	8.113296	0.8646247	4.926487679757865e-16	9.189794325702173e-15
34187	T cells	SRP14	8.091562	0.46876574	5.89042427426243e-16	1.0963810532412802e-14
34188	T cells	DENND2D	8.065958	2.0054088	7.266362639820649e-16	1.3480492438355794e-14
34189	T cells	CD96	8.0499115	3.110192	8.285420450520637e-16	1.5320807423484513e-14
34190	T cells	CDC14A	8.022789	2.3129885	1.0337110776619638e-15	1.907309298186069e-14
34191	T cells	INPP4B	7.937908	6.7419386	2.056192817651932e-15	3.753104632219521e-14
34192	T cells	TMEM238	7.9357347	3.129266	2.0925250747535056e-15	3.8153182753964294e-14
34193	T cells	OXNAD1	7.8866706	3.451786	3.103556084795323e-15	5.604560057383044e-14
34194	T cells	H1-4	7.839005	1.0600638	4.541296419625934e-15	8.072094944832484e-14
34195	T cells	CST7	7.783093	1.6184676	7.077248703254196e-15	1.2501175519015605e-13
34196	T cells	BEX2	7.776692	4.363646	7.444548291586594e-15	1.313630012990462e-13
34197	T cells	CDC42SE2	7.76654	1.0568932	8.065922179061082e-15	1.41885004134261e-13
34198	T cells	TNFRSF25	7.7373037	4.492461	1.015473825556813e-14	1.777079194724423e-13
34199	T cells	MGAT4A	7.7113123	1.8365828	1.2453030730898631e-14	2.1770360108857287e-13
34200	T cells	SEPTIN1	7.6522446	1.7188365	1.9750113892885026e-14	3.4244962546652023e-13
34201	T cells	IKZF3	7.629588	2.637827	2.3550517375431337e-14	4.075127751762966e-13
34202	T cells	UBA52	7.6096406	0.24174507	2.748590754127846e-14	4.727186226070941e-13
34203	T cells	PPIA	7.5539966	0.39507315	4.2210151140251115e-14	7.186733356126005e-13
34204	T cells	ATP5IF1	7.5444098	0.7022742	4.543401043610843e-14	7.720143414944349e-13
34205	T cells	ITK	7.521515	4.397206	5.4145073923660856e-14	9.181944354187242e-13
34206	T cells	NCK2	7.518538	2.4249728	5.5392196725990364e-14	9.38405727967751e-13
34207	T cells	TUBA4A	7.49606	1.0367063	6.576473918572014e-14	1.1096982581288263e-12
34208	T cells	GPR171	7.4783454	6.0767097	7.526412046312537e-14	1.266212532072897e-12
34209	T cells	ODF2L	7.476619	2.4398415	7.62592605256527e-14	1.281684106359361e-12
34210	T cells	SEPTIN7	7.474416	0.57437927	7.754771782145754e-14	1.302049960454245e-12
34211	T cells	TMA7	7.454915	0.46649554	8.992591418134746e-14	1.5054165613692044e-12
34212	T cells	GBP5	7.427376	1.842165	1.107734954265089e-13	1.847131714012759e-12
34213	T cells	ISCU	7.391947	0.8561188	1.446944983091791e-13	2.386967063943941e-12
34214	T cells	TRADD	7.377388	1.6491548	1.6142487845734487e-13	2.6603760308868244e-12
34215	T cells	ORMDL1	7.372952	0.83875656	1.668904599236181e-13	2.7424642373702005e-12
34216	T cells	GTF3A	7.360448	0.7633967	1.8329429672005795e-13	3.0062035621478104e-12
34217	T cells	CD40LG	7.3484497	7.622815	2.005190009517081e-13	3.279200425005053e-12
34218	T cells	PIM1	7.264135	1.8907357	3.754331357008523e-13	6.063727382038029e-12
34219	T cells	GIMAP1	7.1526084	0.7660225	8.514419946999035e-13	1.3532984887669346e-11
34220	T cells	CD48	7.1513877	0.4072211	8.590491104121128e-13	1.364112128086587e-11
34221	T cells	MPHOSPH8	7.14195	0.81814665	9.201604134762442e-13	1.4597871980148828e-11
34222	T cells	ZAP70	7.135013	2.3087232	9.677791609352238e-13	1.5338983433123643e-11
34223	T cells	LINC00869-1	7.036378	3.5128512	1.9730120412945972e-12	3.086809161380257e-11
34224	T cells	CD8B	7.0224147	6.8337064	2.1806583851818627e-12	3.389805502606421e-11
34225	T cells	HSPE1	6.9521823	1.0612329	3.596779085926876e-12	5.5303736398196304e-11
34226	T cells	GATA3	6.9212193	3.8059933	4.477724238652999e-12	6.841527358337952e-11
34227	T cells	DANCR	6.9198203	1.6085058	4.5221759016497714e-12	6.903231648426697e-11
34228	T cells	GZMA	6.882069	1.6284044	5.898942144854009e-12	8.948573986496587e-11
34229	T cells	HLA-F	6.867153	0.5958578	6.549573834312664e-12	9.909003194069293e-11
34230	T cells	TRABD2A	6.847801	5.134001	7.499364054804153e-12	1.1315707096026711e-10
34231	T cells	BIRC3	6.7996	1.9787443	1.0490989556058862e-11	1.573185050477908e-10
34232	T cells	TRNT1	6.7746215	1.1908363	1.2473250510229393e-11	1.8588411855892557e-10
34233	T cells	DAD1	6.7745023	0.6764238	1.2483528433412379e-11	1.8588411855892557e-10
34234	T cells	LINC01871	6.766226	4.002697	1.3218537511655023e-11	1.9648395294250787e-10
34235	T cells	LYAR	6.7445216	1.4796882	1.5353193209041445e-11	2.2741749975870726e-10
34236	T cells	FAM102A	6.6451125	3.8834453	3.029855116153784e-11	4.433775051440559e-10
34237	T cells	SAMD3	6.634335	2.0057836	3.2596873024549067e-11	4.757798104829926e-10
34238	T cells	ATP6V0E2	6.623319	2.5123804	3.5122117012379874e-11	5.121975397638732e-10
34239	T cells	CUTALP	6.585479	1.2882704	4.53421414804545e-11	6.578485911373633e-10
34240	T cells	THEM4	6.5323358	3.2794027	6.475183693327567e-11	9.354573888871101e-10
34241	T cells	PTPN4	6.4966984	1.7051606	8.210182451670378e-11	1.1780883103728206e-09
34242	T cells	PRKCH	6.482378	2.0574856	9.028809101185093e-11	1.2890162699126742e-09
34243	T cells	SELENOM	6.463294	3.2756722	1.0244793769928914e-10	1.4577147883029618e-09
34244	T cells	PPA1	6.462639	1.0738064	1.0289251434575267e-10	1.462814431339323e-09
34245	T cells	PAXX	6.462044	0.930692	1.0329831121602296e-10	1.467354671876142e-09
34246	T cells	RGS10	6.4484377	0.6733022	1.130089618231133e-10	1.59860593912279e-09
34247	T cells	ABLIM1	6.4399824	3.296165	1.1948730878511715e-10	1.6846321151390065e-09
