	group	names	scores	logfoldchanges	pvals	pvals_adj
82	CD14+ Mono	ZEB2	6.1998043	0.73148423	5.653348501812273e-10	3.5552608760060066e-09
83	CD14+ Mono	RPH3A	6.09953	1.7527969	1.0638050398616825e-09	6.4155627019350705e-09
84	CD14+ Mono	GPR141	6.0734334	0.9099938	1.2520392274961975e-09	7.512235364977186e-09
85	CD14+ Mono	DENND1A	6.047924	0.9868465	1.4672397343304638e-09	8.758750901383886e-09
86	CD14+ Mono	TPM4	5.970221	0.5475051	2.369325604431971e-09	1.3395802455826912e-08
87	CD14+ Mono	LUCAT1	5.890637	2.3072138	3.847103152663738e-09	2.1340534469493186e-08
88	CD14+ Mono	ATG7	5.834093	0.7174472	5.408387272697569e-09	2.958262061717368e-08
89	CD14+ Mono	NAMPT	5.8284507	0.7168791	5.594433757418717e-09	3.045858379039079e-08
90	CD14+ Mono	CXCL8	5.8076434	3.706404	6.335821804220781e-09	3.417856165946623e-08
91	CD14+ Mono	FAM13A	5.6175585	1.4899337	1.9367454562018857e-08	9.902663723884424e-08
92	CD14+ Mono	CDKN1A	5.56607	1.1037991	2.6054882844299515e-08	1.3150447306822417e-07
93	CD14+ Mono	HSPA5	5.27865	0.5706331	1.3013908042714566e-07	5.978264007122004e-07
94	CD14+ Mono	PELI1	5.1988306	0.8102532	2.0054597346793055e-07	9.141165302259161e-07
95	CD14+ Mono	IRF8	5.088565	0.15023753	3.6078305680033173e-07	1.601059904895057e-06
96	CD14+ Mono	SIRPD	4.9302197	1.276427	8.2137216180055e-07	3.512486044645261e-06
97	CD14+ Mono	PECAM1	4.8345304	0.6851502	1.3346018246973147e-06	5.605327663728722e-06
98	CD14+ Mono	TMTC2	4.796443	1.1760597	1.6150784240612988e-06	6.687789530620026e-06
99	CD14+ Mono	CHN2	4.634101	0.6627821	3.584922580023103e-06	1.4638433868427672e-05
100	CD14+ Mono	ENSG00000306779	4.544407	1.6123649	5.5090115058636905e-06	2.2036046023454762e-05
101	CD14+ Mono	SERINC5	4.4080443	0.65214807	1.0430823489792153e-05	4.088882807998524e-05
102	CD14+ Mono	HLA-DPB1	4.298719	0.44085684	1.717881614941454e-05	6.537957214146117e-05
103	CD14+ Mono	RELL1	4.2967205	1.1022481	1.7334352829177428e-05	6.575870621649243e-05
104	CD14+ Mono	ENSG00000259135	4.248641	1.7624196	2.1507138183140016e-05	7.970291702964978e-05
105	CD14+ Mono	PARP8	4.247465	0.42273748	2.162026067275268e-05	7.970353150832964e-05
106	CD14+ Mono	SOX4	4.2174892	0.6615864	2.4703783113915607e-05	9.050357925845718e-05
107	CD14+ Mono	TMEM176B	4.1617684	2.3131719	3.1579256862567685e-05	0.00011426832637039876
108	CD14+ Mono	LRMDA	4.121447	0.7986351	3.764995722451777e-05	0.00013498887102449055
109	CD14+ Mono	RABGEF1	4.119684	0.6027483	3.793923410555334e-05	0.00013561258148368002
110	CD14+ Mono	SNCA	4.0085955	2.2036452	6.108097152646482e-05	0.00021378340034262688
111	CD14+ Mono	MAP3K7CL	4.0045986	1.5185	6.21228949305613e-05	0.00021678493898617235
112	CD14+ Mono	EXT1	3.9997787	0.7171933	6.34017139007564e-05	0.00022059294540618203
113	CD14+ Mono	FRY	3.9528747	0.6396653	7.72178716432618e-05	0.00026397737515254616
114	CD14+ Mono	SLC8A1	3.8777575	0.55026805	0.00010542366180309094	0.0003482534446079633
115	CD14+ Mono	IL1B	3.796763	1.3933898	0.00014659790972754657	0.00046343855333224395
116	CD14+ Mono	SIPA1L1	3.727406	0.4557095	0.00019346073926573528	0.0005976957601363736
117	CD14+ Mono	H1-0	3.5696483	0.961462	0.00035746081593595865	0.0010431114628801175
118	CD14+ Mono	H1-10	3.561537	0.49564862	0.00036869004900370986	0.0010703234964353286
119	CD14+ Mono	ENSG00000226824	3.5506046	1.0091182	0.0003843474728344193	0.0011105469976738995
120	CD14+ Mono	SBF2	3.5400248	0.47040638	0.0004000896456411505	0.001153199566848022
121	CD14+ Mono	NIBAN1	3.45903	0.3143723	0.0005421247717342338	0.0015288698598548175
122	CD14+ Mono	ATXN1	3.4423373	0.372951	0.0005767109008753404	0.0016186444377789984
123	CD14+ Mono	CCL3L3	3.4306993	2.292394	0.0006020274782457851	0.0016816729558599604
124	CD14+ Mono	LST1	3.4085991	0.46241507	0.0006529734930633146	0.0018196607294844976
125	CD14+ Mono	DNAAF9	3.4043672	0.69195855	0.0006631753570774633	0.001843721560101884
126	CD14+ Mono	PTGS2	3.3552296	1.8304281	0.0007929914154245117	0.0021788736087365087
127	CD14+ Mono	PLEKHG2	3.2943366	0.95764536	0.0009865429898210322	0.0026609508165814995
128	CD14+ Mono	ENSG00000287124	3.2882237	0.80633116	0.0010082167854114064	0.0027069930128854197
129	CD14+ Mono	XRCC4	3.2276833	0.9979053	0.0012479702504768527	0.0033054347174792317
130	CD14+ Mono	WDFY2	3.1029584	0.44477051	0.001915965344124662	0.004962941067600446
131	CD14+ Mono	CD83	3.0991967	0.3933514	0.0019404612822892348	0.005015346083455253
132	CD14+ Mono	HDAC9	3.0343068	0.42908084	0.002410890766700011	0.006110361081118993
133	CD14+ Mono	MS4A7	3.0123243	-0.099466525	0.0025925552561141554	0.006524725339790567
134	CD14+ Mono	DLEU1	3.011854	0.9185904	0.002596574369916654	0.006524725339790567
135	CD14+ Mono	LONRF3	2.9758825	2.0712385	0.002921468152387562	0.007263523355618971
136	CD14+ Mono	FAR2	2.9352088	1.110913	0.0033332338260217156	0.008183471773280873
137	CD14+ Mono	HSPA1B	2.9339156	0.6715519	0.003347151724019284	0.008200521723847245
138	CD14+ Mono	ELL2	2.9096994	0.6151054	0.003617764259851036	0.0087902701850926
139	CD14+ Mono	EREG	2.8970037	3.6216242	0.0037674537981699607	0.009116307956065583
140	CD14+ Mono	ANO10	2.84528	0.8147132	0.004437242257946072	0.010627692251210958
141	CD14+ Mono	DISC1	2.828352	0.5355044	0.004678832373719637	0.011105588635879586
142	CD14+ Mono	TUBA4A	2.810131	0.4852135	0.00495213155075883	0.011717719725739205
143	CD14+ Mono	CERS6	2.7749825	0.278099	0.0055204683208895464	0.013036286637281338
144	CD14+ Mono	PARVB	2.70445	0.4246872	0.006841756517827535	0.016027700527819086
145	CD14+ Mono	PLEK	2.7024515	0.40313566	0.006883020860100907	0.016092311195782638
146	CD14+ Mono	IFI6	2.67753	0.9131041	0.007416718632818431	0.017271408142959358
147	CD14+ Mono	ST6GALNAC3	2.6550772	1.245626	0.007929024325244944	0.01835537914663003
148	CD14+ Mono	SUMF1	2.5646782	0.2354152	0.010327154719845091	0.023490781335663107
149	CD14+ Mono	SIK3	2.5401094	0.25224492	0.011081781618443483	0.025061875352479876
150	CD14+ Mono	PLA2G4A	2.5342317	1.067374	0.011269420864520532	0.025340036207793775
151	CD14+ Mono	DOCK4	2.522006	1.6649086	0.011668771379211367	0.026038852261769576
152	CD14+ Mono	CXCR2	2.5104856	0.44964722	0.012056520209270621	0.02670144588719821
153	CD14+ Mono	MAML2	2.4530017	0.15837668	0.014166965097507183	0.031082744318411282
154	CD14+ Mono	UBE2E2	2.450063	0.3308018	0.014283126393777644	0.03123130364308311
155	CD14+ Mono	PTK2	2.4499454	1.402042	0.014287790272090742	0.03123130364308311
156	CD14+ Mono	ZFAND3	2.435016	0.1977304	0.014891132617105295	0.032309911361099314
157	CD14+ Mono	ENSG00000269514	2.3969285	1.6603538	0.01653315257487527	0.035350886232824216
158	CD14+ Mono	LINC00278	2.3697734	0.3267919	0.01779898864804959	0.037646781744795535
159	CD14+ Mono	SIGLEC1	2.348261	2.1458251	0.018861298017151872	0.03967958223286333
160	CD14+ Mono	TAGLN2	2.340385	0.21984614	0.019263875103015724	0.04031017281342792
161	CD14+ Mono	TBC1D12	2.3288646	0.728793	0.01986623985664901	0.04149679941637519
162	CD14+ Mono	ENSG00000285534	2.3259258	1.8737514	0.02002251226767504	0.04167517597661212
163	CD14+ Mono	DGKG	2.276553	0.7037458	0.022812931202164047	0.04690211030374986
164	CD14+ Mono	AHCYL2	2.2691472	0.6065535	0.023259381456817337	0.04773653157629527
165	CD14+ Mono	SPARC	2.266561	1.4673148	0.02341706184677108	0.04797641939338465
166	CD14+ Mono	GCNT2	2.2459888	1.025009	0.02470471587721476	0.05026426621384872
167	CD14+ Mono	PRICKLE1	2.2415218	2.4981873	0.02499228917130394	0.050761540700265
168	CD14+ Mono	G0S2	2.2379954	2.343937	0.025221363757995666	0.051138489274832596
169	CD14+ Mono	PHACTR2	2.2308245	0.1508973	0.025692758639202683	0.05200461989621748
170	CD14+ Mono	NEXN	2.2142494	1.47294	0.026811631730646435	0.054083154228542374
171	CD14+ Mono	POU2F2	2.1758091	0.43227312	0.029569534989914	0.05903866408852099
172	CD14+ Mono	THBS1	2.1622903	2.064135	0.030595797970297673	0.060711571751247
173	CD14+ Mono	ATP8B4	2.124438	0.546215	0.0336335360574738	0.06627234330031617
174	CD14+ Mono	DHRS7B	2.1219695	0.77059186	0.033840311596085366	0.06654884019564615
175	CD14+ Mono	ENSG00000297373	2.107275	0.6065138	0.03509374130286441	0.06889856389343664
176	CD14+ Mono	MAP3K5	2.088584	0.18685092	0.03674518801724974	0.07178129752206927
177	CD14+ Mono	ZNF804A	2.0747125	0.99083656	0.0380131789455151	0.07401241463563867
178	CD14+ Mono	ENSG00000301476	2.0621343	1.1910517	0.039194950716579115	0.07581128625443592
179	CD14+ Mono	HLA-DPA1	2.027691	0.3705236	0.04259179956497086	0.08197701520197338
180	CD14+ Mono	VAV3	2.0114684	-0.09855813	0.04427599587607818	0.08494057283893627
181	CD14+ Mono	CD9	1.9713825	1.6918694	0.048680137617758856	0.09218654080271244
182	CD14+ Mono	FBXL20	1.9531616	0.3956446	0.05080044450493915	0.0960471426652869
183	CD14+ Mono	ENSG00000306766	1.950693	1.1329254	0.051093575751639725	0.09637486765595374
184	CD14+ Mono	PTGS1	1.9499876	0.68336153	0.051177587213248554	0.09637486765595374
185	CD14+ Mono	TOM1L2	1.9369391	0.40340677	0.052752778967489714	0.09894301126916731
186	CD14+ Mono	STAT1	1.9359988	0.16005957	0.05286785500072735	0.09900095140263591
187	CD14+ Mono	NSMCE2	1.8593534	0.16398877	0.06297705418189382	0.11644813792123762
188	CD14+ Mono	CD1C	1.8460698	-0.34808663	0.06488206489673888	0.11940736826066498
189	CD14+ Mono	IFI44L	1.79223	0.7951121	0.07309612166642826	0.13286095684655275
190	CD14+ Mono	CPED1	1.7571989	0.38663378	0.07888390736310905	0.14268097167364296
191	CD14+ Mono	TAFA2	1.7501457	0.5345782	0.08009317841682681	0.1440207611898904
192	CD14+ Mono	ENSG00000298678	1.7251067	2.333816	0.08450825296959989	0.1511496280737185
193	CD14+ Mono	TLN1	1.7024187	0.11660238	0.08867690454666366	0.1575287609469433
194	CD14+ Mono	ERC1	1.6697387	0.18106656	0.09497107951589055	0.1674452616352133
195	CD14+ Mono	FRMD3	1.6211888	1.0686684	0.10497715001241659	0.18154871825676752
196	CD14+ Mono	KIAA1958	1.603203	0.7074715	0.10888983478062379	0.1877563936780754
197	CD14+ Mono	PRLR	1.5974429	2.9869006	0.1101670189970323	0.18913345159198536
198	CD14+ Mono	NME8	1.5912125	0.4889983	0.1115617563994706	0.1906927696595602
199	CD14+ Mono	IGFBP7	1.5340812	-0.23700564	0.12500967318699183	0.20971665573167245
200	CD14+ Mono	MAP2K5	1.5282035	0.3786703	0.12646201693507356	0.2118195748589299
201	CD14+ Mono	WDR49	1.5271455	1.2618737	0.1267248285180712	0.2118195748589299
202	CD14+ Mono	COMMD1	1.5224434	0.0016822957	0.12789802702832484	0.21268536171526628
203	CD14+ Mono	FCHSD2	1.5010486	0.08875599	0.13334301460117023	0.22024070950979802
204	CD14+ Mono	CHST11	1.4797713	0.10876549	0.13893431252931399	0.2285129392090535
205	CD14+ Mono	RUFY1	1.4762446	0.14842428	0.13987824228454449	0.22942372793113572
206	CD14+ Mono	OAS3	1.4734232	0.45313606	0.14063693290437293	0.2300264716210606
207	CD14+ Mono	IPCEF1	1.4562604	0.072155036	0.14532064992894375	0.23637217747778402
208	CD14+ Mono	RAD51B	1.4398028	0.23650123	0.14992319393720022	0.2431857600967551
209	CD14+ Mono	BABAM2	1.429223	0.102697	0.15294016437126612	0.24773778691543935
210	CD14+ Mono	FER	1.4181728	0.4044116	0.15614030356752465	0.25257358596342366
211	CD14+ Mono	MIR646HG	1.4165272	0.28426373	0.15662123485137933	0.2530035332214589
212	CD14+ Mono	BBS9	1.409709	0.3929439	0.15862563695765197	0.25588991640905173
213	CD14+ Mono	DLEU2	1.3846699	0.13110824	0.16615341575782616	0.26620765249482775
214	CD14+ Mono	BTBD9	1.3807906	0.17429063	0.16734333895094233	0.2677493423215077
215	CD14+ Mono	LINC02631	1.3780869	1.0660235	0.16817645775914514	0.26871673141950364
216	CD14+ Mono	ENSG00000290008	1.3716214	0.8033881	0.17018131910664214	0.2708162804728162
217	CD14+ Mono	HDAC8	1.3657438	0.21396427	0.17201941542270827	0.27300247305952086
218	CD14+ Mono	SCAPER	1.3117864	0.14897402	0.1895922201731982	0.29570351581390064
219	CD14+ Mono	NFIA	1.3094352	0.40474626	0.19038693988382638	0.2965497235806355
220	CD14+ Mono	ARL15	1.2561833	0.18675473	0.20904952464792592	0.32136240651759596
221	CD14+ Mono	RUNX1	1.244663	-0.049838908	0.21325565785103762	0.32654772608440136
222	CD14+ Mono	IGF2BP2	1.2366693	0.48377421	0.21620987904589728	0.3297831618131974
223	CD14+ Mono	ENSG00000293909	1.2199767	1.4065795	0.22247373821498562	0.3380221138770324
224	CD14+ Mono	ITFG1	1.2089266	0.00755951	0.22669107166174718	0.34354213952862717
225	CD14+ Mono	SLC2A13	1.1870614	0.5192775	0.23520337604384722	0.35461432080456967
226	CD14+ Mono	SPOPL-DT	1.1720146	0.9421678	0.24119121855290193	0.36317653395417754
227	CD14+ Mono	MCU	1.1706039	0.17582266	0.24175803270802143	0.36356450954556674
228	CD14+ Mono	PTX3	1.164256	1.2562605	0.24432029479570705	0.36694848873531477
229	CD14+ Mono	SEMA3C	1.1626102	0.29241705	0.24498768609678623	0.36748152914517934
230	CD14+ Mono	MTURN	1.1602591	0.2694634	0.2459433196697306	0.36844502411669194
231	CD14+ Mono	ADGRE2	1.1537937	-0.054378532	0.2485847773119273	0.37192836910792176
232	CD14+ Mono	LIMS1	1.1336919	0.119343586	0.2569238092684589	0.3834294412432839
233	CD14+ Mono	LMO4	1.127344	0.06434087	0.2595970761380709	0.3859496353203178
234	CD14+ Mono	ENOX2	1.1032454	0.023590382	0.26992061826173974	0.3982768470210865
235	CD14+ Mono	SASH1	1.095722	0.39549482	0.27320048760748317	0.4006032087610975
236	CD14+ Mono	C3orf20	1.0735042	0.88455236	0.2830449594578862	0.411956525151577
237	CD14+ Mono	CRADD	1.0563413	0.30640876	0.29081231843402067	0.4206584089525317
238	CD14+ Mono	MAPK8	1.0508163	0.09887737	0.2933429927424308	0.42379773890061256
239	CD14+ Mono	ANGPT1	1.0464667	1.4479078	0.2953455913868508	0.425592813594283
240	CD14+ Mono	USP32	1.0436455	0.042410783	0.2966494589565123	0.4264789287687756
241	CD14+ Mono	LCORL	1.0273054	0.062348995	0.3042766696683622	0.4363772725975536
242	CD14+ Mono	ELMO1	1.0041473	0.0076489383	0.3153076377354276	0.44674913491188295
243	CD14+ Mono	CSGALNACT1	0.99709404	0.024176419	0.3187188778475806	0.4504968754191764
244	CD14+ Mono	TESK2	0.96982145	0.34923258	0.3321354940553519	0.4674618863595554
245	CD14+ Mono	ARHGAP22	0.96112245	0.42206448	0.3364906002276076	0.4710868403186506
246	CD14+ Mono	GTDC1	0.9496021	0.07923302	0.34231444461338245	0.47665400485651543
247	CD14+ Mono	HIP1	0.9484266	-0.1447529	0.3429123176266011	0.4766724415235023
248	CD14+ Mono	ZNF767P--chr7:149547154(-)	0.94395953	0.23777819	0.34519031692854796	0.4788739652159127
249	CD14+ Mono	SOX2-OT	0.9346728	0.5831742	0.34995695933806914	0.4841757460959639
250	CD14+ Mono	MINDY2	0.9284424	0.16394225	0.3531781275224294	0.48805814097106576
251	CD14+ Mono	ARHGAP18	0.92021364	-0.035395224	0.35746113673867885	0.49224156534506597
252	CD14+ Mono	CXXC5	0.9182152	-0.35065782	0.35850621096256075	0.4927808669064044
253	CD14+ Mono	CNNM2	0.88917935	0.29208973	0.3739067063858892	0.5112956822207042
254	CD14+ Mono	KIF9-AS1	0.86566854	0.35636252	0.3866719719583427	0.5236331842541847
255	CD14+ Mono	HLA-DQA1	0.86484563	-0.06542313	0.3871235204101403	0.5236331842541847
256	CD14+ Mono	RSAD2	0.84521407	0.38585612	0.3979913131345787	0.5355123389545361
257	CD14+ Mono	CDK14	0.8316954	0.25110677	0.4055809128850617	0.5432382158916088
258	CD14+ Mono	FOXN3	0.82852143	0.06881038	0.4073752738037667	0.545020844133367
259	CD14+ Mono	NR6A1	0.82099795	0.8440284	0.41164743666852166	0.5476214768350469
260	CD14+ Mono	ADAM19	0.8137096	-0.006110417	0.4158113370118023	0.5506690679345491
261	CD14+ Mono	METTL25	0.7913743	-0.038905792	0.42872559590906756	0.5645927220482233
262	CD14+ Mono	ENSG00000287190	0.77056724	0.072000585	0.44096348966015997	0.576833218954781
263	CD14+ Mono	ATP8B1-AS1	0.7598698	0.17524472	0.4473324102246009	0.5832183086742025
264	CD14+ Mono	FMN1	0.75516766	0.050848156	0.4501484002951731	0.5857747881126233
265	CD14+ Mono	DST	0.74282444	0.20340538	0.4575879638174464	0.5913444455486999
266	CD14+ Mono	MIR4435-2HG	0.7281302	0.1919374	0.46653389056867833	0.5998803395197793
267	CD14+ Mono	ERCC8	0.72695464	0.056834992	0.46725373384363755	0.5998803395197793
268	CD14+ Mono	CCDC50	0.6874565	-0.54624754	0.4917951212060987	0.6255100455244189
269	CD14+ Mono	FTX	0.6862809	-0.025573408	0.49253597122075843	0.6255100455244189
270	CD14+ Mono	DACH1	0.66723716	0.029813008	0.504620655651498	0.639476175696295
271	CD14+ Mono	HMOX1	0.6410226	-0.2747644	0.5215080019252822	0.6594552798539053
272	CD14+ Mono	SLX4IP	0.61492556	0.17205375	0.5386038670273174	0.6767074226753476
273	CD14+ Mono	ENSG00000298831	0.6094005	0.61905456	0.5422589805802047	0.679708562302161
274	CD14+ Mono	NUSAP1	0.6021122	0.23886877	0.547099464793335	0.6817510747540336
275	CD14+ Mono	SYCP2	0.59788024	0.4358488	0.5499198483695116	0.6836212914191815
276	CD14+ Mono	XAF1	0.5962345	0.08723493	0.5510185956269293	0.6842638526475913
277	CD14+ Mono	MX1	0.58659506	0.23670493	0.5574757142306097	0.6893294884130459
278	CD14+ Mono	NRP1	0.58353865	-0.12528948	0.5595307573713162	0.6902807903423781
279	CD14+ Mono	NAALADL2	0.5654353	0.3846038	0.5717777202385013	0.6996988543189151
280	CD14+ Mono	WDFY4	0.5640246	-0.3022851	0.5727373562526825	0.7001446267704311
281	CD14+ Mono	ENSG00000291015	0.55885226	-0.05443945	0.576262546688784	0.7037224869221287
282	CD14+ Mono	ENTPD1-AS1	0.5482724	0.19668134	0.5835048766141172	0.7096191674231663
283	CD14+ Mono	HS2ST1	0.54074895	-0.037287805	0.588680644188234	0.7144359520798381
284	CD14+ Mono	PHLPP1	0.538633	0.092928976	0.590140139394188	0.7147320328811174
285	CD14+ Mono	IRF7	0.517003	-0.31341702	0.6051540619944409	0.7276699150362602
